First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Loss,Draw
Justin,Guthrie,NULL,73,170,NULL,NULL,18,9,0
Horacio,Gutierrez,The Punisher,70,145,NULL,NULL,4,3,0
Chris,Gutierrez,El Guapo,69,135,67,Orthodox,19,3,2
Mando,Gutierrez,El Toro,66,135,70,Southpaw,7,2,0
Mike,Guymon,The Joker,72,170,74,Orthodox,15,6,1
Chelsea,Hackett,Hammer,64,125,66,Switch,3,1,1
Keith,Hackney,The Giant Killer,71,200,NULL,Sideways,2,2,0
Jake,Hadley,White Kong,67,125,70,Southpaw,9,1,0
Steve,Hadsel,NULL,68,170,NULL,NULL,3,0,0
Damir,Hadzovic,The Bosnian Bomber,69,155,70,Orthodox,14,7,0
Tim,Hague,The Trashing Machine,76,260,76,Orthodox,21,13,0
Yazan,Hajeh,Yazzle Dazzle,69,145,NULL,Orthodox,6,1,0
Stoney,Hale,The Skuller,72,NULL,NULL,NULL,5,3,0
Kevin,Haley,The North Woods Nightmare,74,205,NULL,NULL,6,4,0
Mark,Hall,NULL,72,190,NULL,Orthodox,5,6,0
Uriah,Hall,Prime Time,72,185,79,Orthodox,18,11,0
Ryan,Hall,The Wizard,70,145,70,Southpaw,9,2,0
Dennis,Hallman,Superman,69,155,72,Orthodox,53,20,2
Piotr,Hallmann,Pletwal,69,155,71,Orthodox,18,6,0
Tony,Halme,NULL,75,300,NULL,Orthodox,0,4,0
Brandon,Halsey,Bull,72,185,NULL,NULL,9,3,0
John,Halverson,The Hurricane,69,155,NULL,Southpaw,16,8,0
Seo Hee,Ham,NULL,62,115,62,Southpaw,17,8,0
Frank,Hamaker,NULL,0,NULL,NULL,NULL,1,0,0
Kazuhiro,Hamanaka,NULL,72,185,NULL,Southpaw,5,7,1
Matt,Hamill,The Hammer,73,205,76,Orthodox,12,8,0
Jeremy,Hamilton,Hawk,0,185,NULL,NULL,9,2,0
Anthony,Hamilton,Freight Train,77,260,76,Orthodox,15,9,0
CJ,Hamilton,The Autobot,67,125,68,Switch,11,4,0
Jared,Hamman,The Messenger,75,185,75,Orthodox,14,6,0
James,Hammortree,The Sledge,75,185,NULL,Orthodox,6,3,0
Dean,Hancock,The Hammer,0,155,NULL,NULL,2,1,0
Joachim,Hansen,Hellboy,67,150,NULL,Southpaw,23,14,1
Kay,Hansen,NULL,62,115,63,Orthodox,7,6,0
Nasrat,Haqparast,NULL,70,155,72,Southpaw,14,5,0
Janay,Harding,Hollowpoint,0,135,NULL,NULL,2,3,0
Antoni,Hardonk,NULL,76,245,78,Orthodox,8,6,0
Dan,Hardy,The Outlaw,72,170,74,Orthodox,25,10,0
Greg,Hardy,Prince of War,77,265,80,Orthodox,7,5,0
Baru,Harn,Seiryu,0,265,NULL,NULL,1,2,0
Scott,Harper,NULL,72,185,NULL,Orthodox,12,7,0
Gerry,Harris,NULL,80,270,NULL,Orthodox,1,4,0
Gerald,Harris,NULL,71,185,77,Southpaw,23,5,0
Phil,Harris,Billy,64,125,65,Orthodox,22,12,0
Walt,Harris,The Big Ticket,77,250,77,Southpaw,13,10,0
Dhafir,Harris,Dada 5000,0,257,NULL,NULL,2,0,0
Trevor,Harris,NULL,66,145,NULL,NULL,2,2,0
Carlston,Harris,Mocambique,72,170,76,Orthodox,17,5,0
Collin,Hart,NULL,73,185,NULL,Orthodox,6,3,1
Dale,Hartt,NULL,70,155,69,Orthodox,6,3,0
Luke,Hartwig,NULL,0,NULL,NULL,NULL,0,1,0
Clay,Harvison,Bushwacker,73,170,74,Orthodox,13,6,0
Hidehiko,Hasegawa,NULL,69,170,NULL,NULL,19,20,6
Chris,Haseman,The Hammer,71,205,NULL,Orthodox,20,17,0
Takayo,Hashi,NULL,64,135,NULL,Orthodox,15,6,1
Tomohiko,Hashimoto,NULL,72,250,NULL,Orthodox,1,4,0
Justin,Haskins,NULL,70,170,NULL,Orthodox,7,6,0
Hayder,Hassan,Hulk,70,170,NULL,NULL,6,3,0
Ahmad,Hassanzada,Lion of the Ring,73,155,75,Orthodox,10,2,0
Daiki,Hata,DJ Taiki,66,139,NULL,Orthodox,17,11,7
John,Hathaway,The Hitman,73,170,75,Orthodox,17,2,0
Phil,Hawes,No Hype,72,185,77,Orthodox,12,4,0
Justin,Hawes,The Hawk,71,205,NULL,NULL,6,9,0
Chris,Hawk,NULL,73,205,NULL,NULL,5,10,0
Del,Hawkins,The Filipino Delight,65,135,NULL,Orthodox,22,17,0
Tommy,Hayden,Wild Card,69,145,NULL,Southpaw,11,3,0
Mike,Hayes,NULL,76,230,NULL,Orthodox,20,12,2
Ryan,Hayes,NULL,0,NULL,NULL,NULL,7,6,0
Gerric,Hayes,NULL,70,NULL,NULL,NULL,8,11,0
Josh,Haynes,Bring the Pain,69,170,NULL,Orthodox,14,11,0
Dustin,Hazelett,McLovin,73,170,76,Orthodox,12,7,0
James,Head,NULL,73,170,73,Orthodox,9,4,0
Pat,Healy,Bam Bam,72,155,72,Orthodox,34,23,0
Ryan,Healy,The Irish Assassin,73,155,NULL,Orthodox,25,14,1
Spencer,Hearns,NULL,71,185,NULL,NULL,1,0,0
David,Heath,NULL,71,205,72,Orthodox,18,7,0
Chris,Heatherly,Stump,69,155,NULL,Orthodox,9,4,0
Jake,Hecht,Hitman,72,170,73,Orthodox,11,4,0
Nick,Hein,Sergeant,66,155,66,Southpaw,14,5,0
Ian,Heinisch,The Hurricane,71,185,72,Orthodox,14,5,0
Marcin,Held,NULL,69,155,71,Orthodox,23,7,0
Delson,Heleno,Pe De Chumbo,71,185,NULL,Orthodox,29,10,0
Matt,Helm,NULL,0,155,NULL,NULL,1,1,0
Elisha,Helsper,Knuckles,66,135,NULL,Orthodox,0,4,0
Dan,Henderson,Hendo,71,185,74,Orthodox,32,15,0
Benson,Henderson,Smooth,69,170,70,Southpaw,24,7,0
Ron,Henderson,NULL,70,125,NULL,NULL,4,3,0
Josh,Hendricks,NULL,74,235,NULL,Southpaw,19,11,0
Johny,Hendricks,Bigg Rigg,69,185,69,Southpaw,18,8,0
Cory,Hendricks,NULL,75,205,NULL,NULL,3,1,0
Luis,Henrique,KLB,74,243,74,Orthodox,10,5,0
Jose,Henrique,Canela,75,170,79,Orthodox,5,1,0
Diego,Henrique da Silva,Gaucho,74,185,NULL,Orthodox,8,4,0
Danny,Henry,The Hatchet,72,145,73,Orthodox,12,4,0
Victor,Henry,La Mangosta,67,135,68,Switch,22,6,0
TJ,Hepburn,The Carnivore,67,155,NULL,NULL,4,2,0
Jai,Herbert,Black Country Banger,73,155,77,Orthodox,12,4,0
Ed,Herman,Short Fuse,73,205,77,Orthodox,27,15,0
Dave,Herman,NULL,76,242,77,Orthodox,22,6,0
Jack,Hermansson,The Joker,73,185,77,Orthodox,23,7,0
Noe,Hernandez,NULL,0,NULL,NULL,Orthodox,5,5,0
Joe,Hernandez,NULL,0,NULL,NULL,NULL,0,1,0
Ramiro,Hernandez,Junior,69,135,NULL,Orthodox,19,9,0
Alexander,Hernandez,The Great Ape,69,145,72,Orthodox,13,5,0
Anthony,Hernandez,Fluffy,72,185,75,Orthodox,10,2,0
Nohelin,Hernandez,Suave,70,135,71,Orthodox,9,4,0
Carlos,Hernandez,NULL,68,125,67,Orthodox,8,1,0
Paul,Herrera,The Bone Crusher,70,185,NULL,Orthodox,1,1,0
Chris,Herrera,The Crusher,70,185,NULL,NULL,3,2,1
Geane,Herrera,La Pulga,65,125,66,Orthodox,9,3,0
Alvaro,Herrera Mendoza,Chango,72,155,74,Orthodox,9,6,0
Felice,Herrig,Lil Bulldog,64,115,65,Orthodox,14,10,0
Heath,Herring,The Texas Crazy Horse,76,250,78,Orthodox,28,16,0
Jon,Hess,NULL,79,295,NULL,NULL,1,1,0
Clint,Hester,Headbussa,74,205,77,Orthodox,11,6,0
Brandon,Hester,The Beast,73,205,NULL,NULL,3,0,0
Jimy,Hettes,The Kid,69,145,71,Southpaw,11,3,0
Conor,Heun,Hurricane,70,155,NULL,Orthodox,9,5,0
Marcus,Hicks,The Wrecking Ball,66,155,64,Southpaw,10,4,0
Jay,Hieron,The Thoroughbred,72,170,75,Orthodox,23,7,0
Brady,Hiestand,Bam Bam,68,135,71,Orthodox,6,2,0
Lee,Higgins,NULL,0,155,NULL,NULL,2,1,0
Jason,High,The Kansas City Bandit,68,155,73,Southpaw,21,6,0
Richie,Hightower,The Dirty Samurai,68,170,NULL,Orthodox,8,4,0
Alex,Higley,NULL,70,145,NULL,NULL,4,3,0
Corey,Hill,NULL,76,155,80,Orthodox,6,9,0
Isaiah,Hill,NULL,70,155,NULL,NULL,5,7,1
Angela,Hill,Overkill,63,115,64,Orthodox,14,12,0
Tyler,Hill,NULL,75,170,NULL,Switch,8,2,0
Jamahal,Hill,Sweet Dreams,76,205,79,Southpaw,11,1,0
Kailan,Hill,NULL,73,185,77,Southpaw,4,1,0
Branden Lee,Hinkle,The Iron Lion,75,235,NULL,Orthodox,17,11,0
Hatsu,Hioki,NULL,71,145,73,Orthodox,29,10,2
Alan,Hiro,Yamaniha,65,135,NULL,Orthodox,14,5,4
Kuniyoshi,Hironaka,NULL,70,168,70,Orthodox,23,9,0
Mizuto,Hirota,Pugnus,67,155,67,Orthodox,18,10,2
Yuji,Hisamatsu,NULL,70,185,NULL,NULL,16,22,6
Kwan,Ho Kwak,NULL,65,135,NULL,Switch,9,2,0
Matt,Hobar,The Crowbar,70,135,70,Southpaw,9,3,0
Bobby,Hoffman,The Truth,74,245,NULL,Orthodox,36,10,1
Sam,Hoger,The Alaskan Assassin,74,205,NULL,Orthodox,10,4,0
Andrew,Holbrook,NULL,71,155,70,Southpaw,12,3,0
Sean,Holden,NULL,70,170,NULL,NULL,5,2,0
Chris,Holdsworth,NULL,71,135,NULL,NULL,6,0,0
Kevin,Holland,Trailblazer,75,170,81,Orthodox,23,8,0
Roger,Hollett,The Hulk,71,205,NULL,Orthodox,13,5,0
Max,Holloway,Blessed,71,145,69,Orthodox,23,7,0
Gabrielle,Holloway,Gabanator,63,145,NULL,NULL,6,5,0
Jeremie,Holloway,Hit Em,72,170,NULL,NULL,8,3,0
Holly,Holm,The Preacher's Daughter,68,135,69,Southpaw,14,6,0
Rex,Holman,Big Dog,75,205,NULL,Southpaw,4,2,0
Joseph,Holmes,Uglyman Joe,76,185,80,Orthodox,8,3,0
Kurt,Holobaugh,NULL,71,155,70,Orthodox,17,7,0
Paddy,Holohan,The Hooligan,70,125,69,Orthodox,12,2,1
Ben,Holscher,The Teacher,71,155,NULL,NULL,4,0,0
Mark,Holst,Boots,72,155,NULL,Orthodox,12,6,0
Scott,Holtzman,Hot Sauce,69,155,69,Orthodox,14,5,0
Sabah,Homasi,NULL,72,170,72,Orthodox,11,8,0
Mark,Hominick,The Machine,68,145,68,Orthodox,20,12,0
Barb,Honchak,Little Warrior,64,125,65,Orthodox,10,4,0
Chris,Honeycutt,The Cutt,70,170,73,NULL,9,1,0
JunYoung,Hong,Drunken Red,68,145,69,Orthodox,11,7,1
Satoshi,Honma,NULL,73,205,NULL,Orthodox,4,6,3
David,Hood,NULL,72,200,NULL,NULL,1,3,0
Lorenzo,Hood,Dream Killer,75,265,80,Southpaw,14,5,0
Dan,Hooker,The Hangman,72,145,75,Switch,22,12,0
Chase,Hooper,The Dream,73,145,74,Southpaw,11,3,1
Darrell,Horcher,The Saint,70,155,70,Southpaw,13,4,0
Moti,Horenstein,NULL,76,230,NULL,Orthodox,1,6,0
Yoshinori,Horie,NULL,68,145,70,Orthodox,8,2,0
Kyoji,Horiguchi,NULL,65,125,66,Orthodox,19,2,0
Yuma,Horiuchi,Ichiban,66,125,67,Switch,9,5,0
Jeremy,Horn,Gumby,73,185,74,Orthodox,91,22,5
Matt,Horning,Horndog,64,125,NULL,NULL,20,25,0
Chris,Horodecki,The Polish Hammer,69,155,69,Orthodox,21,7,1
Jamey-Lyn,Horth,NULL,67,125,NULL,NULL,4,0,0
Matt,Horwich,Suave,73,185,NULL,Orthodox,30,25,1
John,Hosman,NULL,70,135,NULL,Southpaw,18,8,1
Saeed,Hosseini,NULL,0,NULL,NULL,NULL,0,1,0
Jeff,Hougland,Hellbound,67,135,68,Orthodox,10,6,0
Trey,Houston,NULL,71,185,NULL,NULL,11,4,0
Jamie,Houston,NULL,0,185,NULL,NULL,3,0,0
Brian,Houston,B-Hue,74,185,NULL,Orthodox,4,6,0
Harold,Howard,NULL,74,240,NULL,Orthodox,1,3,0
John,Howard,Doomsday,67,170,72,Orthodox,24,13,0
Shane,Howell,NULL,68,125,NULL,Orthodox,13,10,0
Hu,Yaozong,Totoro,75,185,72,Orthodox,3,3,0
Carlos,Huachin,Perro Malo,64,135,67,Southpaw,10,5,1
Brady,Huang,The Kung Fu Warrior,69,135,69,Orthodox,11,2,0
Austin,Hubbard,Thud,70,155,71,Orthodox,13,6,0
Collin,Huckbody,All In,75,185,76,Orthodox,8,2,0
Alex,Huddleston,The Shaved Gorilla,79,254,NULL,NULL,6,2,0
Roger,Huerta,El Matador,69,155,70,Orthodox,23,9,1
Casey,Huffman,Hellbent,75,185,NULL,NULL,3,1,0
Matt,Hughes,NULL,69,170,73,Switch,45,9,0
Mark,Hughes,NULL,69,205,NULL,Southpaw,6,2,0
Jeff,Hughes,Lights Out,74,250,77,Orthodox,10,4,0
Sam,Hughes,Sampage,65,115,64,Orthodox,7,5,0
David,Hulett,Hollywood,70,170,NULL,NULL,22,10,0
Bryan,Humes,NULL,0,265,NULL,NULL,6,2,0
Abongo,Humphrey,NULL,71,205,NULL,Orthodox,7,3,0
Harry,Hunsucker,The Hurricane,74,205,75,Orthodox,7,6,0
Mark,Hunt,Super Samoan,70,265,72,Orthodox,13,14,1
Alex,Hunter,NULL,69,226,NULL,Orthodox,2,0,0
Adam,Hunter,Warhammer,73,185,NULL,Orthodox,7,1,0
Joe,Hurley,NULL,68,155,NULL,NULL,12,5,0
Solomon,Hutcherson,King,71,185,NULL,Southpaw,11,7,0
Young,Hwang,NULL,69,135,NULL,NULL,8,5,0
Al,Iaquinta,Raging,70,155,70,Orthodox,14,7,1
Khadis,Ibragimov,NULL,75,205,78,Orthodox,8,4,0
Minoki,Ichihara,NULL,67,178,NULL,Orthodox,0,1,0
Dan,Ige,50K,67,145,71,Orthodox,15,6,0
Valeri,Ignatov,NULL,69,170,NULL,Orthodox,1,2,0
Sergey,Ignatov,NULL,69,210,NULL,Orthodox,0,1,0
Fabiano,Iha,NULL,68,155,NULL,Orthodox,9,5,0
Seichi,Ikemoto,NULL,71,168,NULL,Orthodox,21,19,5
Mikhail,Iloukhine,NULL,69,205,NULL,Orthodox,30,11,1
Zelim,Imadaev,NULL,72,170,76,Orthodox,8,3,0
Yusuke,Imamura,NULL,68,220,NULL,Orthodox,2,6,0
Masakazu,Imanari,NULL,64,139,NULL,Southpaw,36,16,2
Nassourdine,Imavov,NULL,75,185,75,Orthodox,12,3,0
Brad,Imes,Hillbilly Heartthrob,79,265,NULL,Orthodox,13,7,0
Chris,Indich,NULL,70,170,NULL,NULL,6,4,0
Chris,Inman,NULL,0,NULL,NULL,NULL,1,0,0
Guto,Inocente,NULL,75,205,NULL,Orthodox,7,4,0
Enson,Inoue,Yamato Damashii,70,210,NULL,Orthodox,12,8,0
Egan,Inoue,NULL,69,190,NULL,Southpaw,13,8,0
Katsuya,Inoue,NULL,69,168,NULL,Southpaw,19,9,4
Takeshi,Inoue,Lion,68,145,NULL,NULL,23,10,0
Naoki,Inoue,NULL,69,125,71,Orthodox,11,1,0
Inoue,Mizuki,NULL,63,125,65,Orthodox,14,6,0
Jorge,Interiano,NULL,73,205,NULL,NULL,4,3,0
Jason,Ireland,The Irish Tornado,69,161,NULL,Southpaw,19,9,1
James,Irvin,The Sandman,74,205,75,Orthodox,17,10,0
Eric,Irvin,NULL,68,155,NULL,NULL,11,4,0
Mitsuhiro,Ishida,The Endless Warrior,66,154,NULL,Southpaw,20,8,1
Teruto,Ishihara,Yashabo,67,135,69,Southpaw,10,7,2
Satoshi,Ishii,NULL,71,240,NULL,Orthodox,15,8,1
Yuki,Ishikawa,NULL,71,205,NULL,Orthodox,0,2,0
Eiji,Ishikawa,NULL,70,170,NULL,NULL,29,24,3
Tokimitsu,Ishizawa,Kendo Ka Shin,72,185,NULL,Orthodox,1,5,1
Damir,Ismagulov,Qazaq,70,155,74,Orthodox,24,1,0
Wallid,Ismail,NULL,67,205,NULL,Orthodox,9,3,0
Leandro,Issa,Brodinho,67,135,69,Orthodox,13,6,0
Blagoy,Ivanov,Baga,71,250,73,Southpaw,19,4,0
Anthony,Ivy,Aquaman,74,185,74,Orthodox,8,4,0
Tomomi,Iwama,NULL,63,155,NULL,Orthodox,9,6,2
Tatsuya,Iwasaki,NULL,69,205,NULL,Orthodox,0,1,0
Yoislandy,Izquierdo,Cuba,71,155,NULL,Southpaw,10,4,0
Hiroshi,Izumi,NULL,0,205,NULL,Orthodox,4,2,0
Yves,Jabouin,Tiger,67,135,68,Orthodox,20,11,0
Kevin,Jackson,NULL,70,199,NULL,Switch,4,2,0
Eugene,Jackson,The Wolf,68,185,NULL,Orthodox,15,9,1
Quinton,Jackson,Rampage,73,205,73,Orthodox,37,12,0
Jeremy,Jackson,Scorpion,70,170,NULL,Orthodox,9,5,0
Damon,Jackson,Action,71,145,71,Switch,22,4,1
Kenyon,Jackson,NULL,72,185,NULL,NULL,4,3,0
Mike,Jackson,The Truth,74,170,74,Orthodox,1,2,0
Jason,Jackson,Jah-Son,73,170,78,Orthodox,7,2,0
Montel,Jackson,Quik,70,135,75,Southpaw,12,2,0
Eric,Jacob,NULL,0,155,NULL,NULL,1,9,0
Richard,Jacobi,NULL,76,260,75,Orthodox,6,1,1
Dustin,Jacoby,The Hanyak,75,205,76,Orthodox,18,6,1
Justin,James,NULL,70,155,NULL,Orthodox,13,7,0
Nate,James,NULL,72,185,NULL,NULL,14,8,1
Virna,Jandiroba,Carcara,63,115,64,Orthodox,18,3,0
Ryan,Janes,NULL,75,185,76,Orthodox,10,3,0
Josh,Janousek,NULL,71,185,NULL,Orthodox,8,1,0
Dave,Jansen,NULL,69,155,73,Orthodox,20,4,0
Jaime,Jara,El Cucui,73,205,NULL,Southpaw,38,18,0
Gigo,Jara,The Little Animal,69,145,NULL,NULL,6,9,0
Keith,Jardine,The Dean of Mean,74,185,76,Orthodox,17,11,2
Brock,Jardine,The Machine,71,170,NULL,Orthodox,12,6,0
Josh,Jarvis,NULL,0,NULL,NULL,NULL,1,4,0
Rony,Jason,NULL,67,145,73,Orthodox,14,7,0
Jasmine,Jasudavicius,NULL,67,125,68,Orthodox,7,2,0
Louis,Jauregui,NULL,67,170,NULL,NULL,4,2,0
Yazmin,Jauregui,NULL,63,115,64,Orthodox,9,0,0
Justin,Jaynes,The Guitar Hero,67,145,68,Orthodox,16,8,0
Joanna,Jedrzejczyk,NULL,66,115,65,Orthodox,16,5,0
Aaron,Jeffery,NULL,74,185,73,Orthodox,10,3,0
Trent,Jenkins,NULL,74,185,NULL,NULL,0,4,0
Bubba,Jenkins,The Highlight Kid,67,145,NULL,NULL,11,4,0
Adrienna,Jenkins,AJ,68,145,NULL,NULL,19,6,0
Brandon,Jenkins,The Human Highlight Reel,72,155,71,Switch,15,9,0
Jack,Jenkins,Phar,67,145,68,Switch,10,2,0
Steve,Jennum,NULL,70,215,NULL,Orthodox,2,3,0
Ryan,Jensen,NULL,73,185,76,Orthodox,21,8,0
Kyle,Jensen,NULL,69,170,NULL,Orthodox,4,11,2
Chan-Mi,Jeon,NULL,65,115,NULL,Orthodox,5,2,0
Maciej,Jewtuszko,Irokez,72,155,NULL,Southpaw,12,3,0
Ronald,Jhun,The Machine Gun,71,170,NULL,Orthodox,24,26,2
Gilbert,Jimenez,NULL,0,155,NULL,NULL,8,12,1
Art,Jimmerson,NULL,73,196,NULL,Orthodox,0,1,0
Ryan,Jimmo,The Big Deal,73,205,73,Orthodox,19,5,0
Jinensibieke,Asikeerbai,NULL,66,155,69,Orthodox,36,11,0
Sung Bin,Jo,Korean Falcon,72,145,72,Orthodox,9,1,0
Carls,John De Tomas,NULL,65,125,71,Southpaw,6,2,0
Phil,Johns,NULL,62,170,NULL,Southpaw,30,14,1
Brett,Johns,The Pikey,67,135,71,Orthodox,17,2,0
Miles,Johns,Chapo,67,135,66,Orthodox,12,2,0
Anthony,Johnson,Rumble,74,205,78,Orthodox,22,6,0
DaMarques,Johnson,Darkness,73,170,75,Orthodox,15,15,0
Devin,Johnson,NULL,0,NULL,NULL,NULL,1,1,1
Travis,Johnson,NULL,0,205,NULL,NULL,0,1,0
Ricky,Johnson,NULL,68,145,NULL,Orthodox,10,6,0
Tony,Johnson,NULL,74,205,76,Orthodox,7,2,0
Lavar,Johnson,Big,76,240,82,Orthodox,18,10,0
Demetrious,Johnson,Mighty Mouse,63,125,66,Orthodox,27,3,1
Michael,Johnson,NULL,70,155,73,Southpaw,21,18,0
Deshaun,Johnson,NULL,0,167,NULL,NULL,6,9,0
Kajan,Johnson,Ragin',71,155,75,Orthodox,23,13,1
Dashon,Johnson,Flyboy,67,145,NULL,Orthodox,9,2,0
Timothy,Johnson,NULL,75,265,77,Southpaw,12,4,0
Tony,Johnson,NULL,73,265,NULL,NULL,11,3,0
Jordan,Johnson,NULL,74,205,79,Orthodox,10,0,0
Taylor,Johnson,Tombstone,72,185,74,Switch,5,1,0
Chad,Johnson,Big Rigg,74,230,80,Orthodox,6,2,0
Jose,Johnson,Lobo Solitario,72,135,71,Orthodox,15,7,0
Charles,Johnson,InnerG,69,125,70,Switch,11,3,0
Brian,Johnston,NULL,75,230,NULL,Orthodox,5,5,0
Liana,Jojua,She Wolf,64,125,62,Orthodox,8,5,0
Daniel,Jolly,The Werewolf of Texas,73,205,75,Orthodox,5,3,0
Paul,Jones,NULL,69,199,NULL,Orthodox,11,1,1
Jon,Jones,Bones,76,205,84,Orthodox,26,1,0
Nathan,Jones,NULL,83,345,NULL,Orthodox,0,1,0
Marcus,Jones,The Darkness,78,265,NULL,Orthodox,4,2,0
Carlton,Jones,NULL,73,225,NULL,Orthodox,1,4,0
Jesse,Jones,NULL,69,170,NULL,NULL,2,1,0
Tito,Jones,NULL,68,145,NULL,Southpaw,11,8,0
Roy,Jones,NULL,0,205,NULL,NULL,7,5,0
Justin,Jones,Black Dynamite,71,185,NULL,Orthodox,9,2,0
Ben,Jones,Blitzkrieg,0,185,NULL,NULL,4,4,0
Victor,Jones,NULL,0,145,NULL,NULL,1,3,0
Chris,Jones,Lionheart,69,149,NULL,NULL,10,5,0
Roshaun,Jones,NULL,68,135,NULL,NULL,2,6,0
Jamelle,Jones,The Beast,72,205,75,Orthodox,7,5,0
Antonio,Jones,Doomsday,71,185,NULL,Orthodox,6,1,0
Trevin,Jones,5 Star,67,135,70,Southpaw,13,9,0
Mason,Jones,Dragon,70,155,74,Orthodox,11,2,0
Jocelyn,Jones-Lybarger,NULL,67,115,64,Orthodox,6,4,0
Kevin,Jordan,The Shaman,75,245,NULL,Orthodox,11,9,0
Joe,Jordan,NULL,66,155,NULL,Orthodox,49,14,2
Shawn,Jordan,The Savage,72,260,75,Southpaw,19,8,0
Ivan,Jorge,Batman,69,155,73,Orthodox,27,7,0
Scott,Jorgensen,Young Guns,65,135,66,Orthodox,15,12,0
Gareth,Joseph,NULL,0,205,NULL,NULL,9,5,0
Dwight,Joseph,NULL,66,135,NULL,Switch,5,0,0
Jeff,Joslin,The Inferno,72,170,NULL,Orthodox,5,3,0
Krzysztof,Jotko,NULL,73,185,77,Southpaw,24,6,0
Alan,Jouban,Brahma,72,170,73,Southpaw,17,7,0
Charles,Jourdain,Air,69,145,69,Switch,13,6,1
Mike,Joy,NULL,66,155,NULL,Southpaw,11,8,0
Dustin,Joynson,NULL,78,244,78,Orthodox,5,0,0
Tony,Juarez,NULL,0,155,NULL,NULL,1,12,0
Jesse,Juarez,NULL,73,170,NULL,Orthodox,23,12,0
Anshul,Jubli,King of Lions,72,155,69,Switch,6,0,0
Steve,Judson,NULL,71,230,NULL,Orthodox,0,2,0
Luke,Jumeau,The Jedi,71,170,72,Orthodox,13,5,0
Bu-Kyung,Jung,NULL,67,154,NULL,Orthodox,0,4,0
Chan Sung,Jung,The Korean Zombie,67,145,72,Orthodox,17,7,0
Young Sam,Jung,NULL,68,139,NULL,Orthodox,4,8,0
Da-Un,Jung,Sseda,76,205,78,Orthodox,15,3,1
Scott,Junk,NULL,73,265,NULL,Orthodox,8,3,1
Myles,Jury,Fury,70,145,73,Orthodox,17,4,0
Cristiane,Justino,Cyborg,68,145,68,Orthodox,21,2,0
Patrick,Kaase,Kamikaze,69,185,NULL,NULL,1,2,0
Emily,Kagan,NULL,63,115,NULL,NULL,3,3,0
Oron,Kahlon,NULL,68,135,70,Orthodox,16,1,0
Sirwan,Kakai,Zohan,65,135,NULL,Orthodox,12,5,0
Saidyokub,Kakhramonov,NULL,68,135,69,Orthodox,10,2,0
Geza,Kalman,NULL,73,200,NULL,NULL,4,9,0
Bryson,Kamaka,NULL,71,170,NULL,Orthodox,12,20,1
Kai,Kamaka,The Fighting Hawaiian,67,145,69,Orthodox,8,4,1
Martin,Kampmann,The Hitman,72,170,72,Orthodox,20,7,0
Bharat,Kandare,Daring,67,135,72,Orthodox,5,3,0
Hiromitsu,Kanehara,NULL,70,200,NULL,Orthodox,19,27,5
Masanori,Kanehara,NULL,67,135,67,Orthodox,26,12,5
Ken,Kaneko,NULL,72,161,NULL,Orthodox,0,3,0
Denis,Kang,NULL,71,185,77,Orthodox,35,16,2
Kyung Ho,Kang,Mr. Perfect,69,135,73,Orthodox,18,9,0
Manel,Kape,StarBoy,65,125,68,Southpaw,17,6,0
David,Kaplan,Diamond,67,155,NULL,Orthodox,3,4,0
Kai,Kara-France,Don't Blink,64,125,69,Orthodox,24,10,0
Georgi,Karakhanyan,Insane,68,145,NULL,NULL,26,7,1
Alex,Karalexis,The Assassin,68,155,66,Orthodox,10,6,0
Impa,Kasanganay,Tshilobo,71,170,75,Orthodox,9,2,0
Jinnosuke,Kashimura,NULL,67,155,71,Southpaw,4,2,0
Nadia,Kassem,NULL,65,125,66,Southpaw,5,2,0
Yusuke,Kasuya,NULL,67,155,NULL,Southpaw,9,3,0
Tetsuji,Kato,NULL,0,155,NULL,Orthodox,20,10,0
Hisaki,Kato,NULL,72,185,NULL,NULL,8,2,0
Brad,Katona,NULL,66,135,64,Orthodox,8,2,0
Calvin,Kattar,NULL,71,145,72,Orthodox,23,7,0
Sarah,Kaufman,NULL,65,135,66,Orthodox,18,4,0
Yusuke,Kawaguchi,NULL,72,255,NULL,NULL,18,12,0
Canaan,Kawaihae,NULL,72,145,71,Southpaw,6,2,0
Tatsuya,Kawajiri,Crusher,67,145,69,Orthodox,36,11,2
Ryo,Kawamura,NULL,71,205,NULL,Orthodox,18,9,4
Doug,Kay,NULL,0,NULL,NULL,NULL,0,0,0
Toshiomi,Kazama,NULL,67,135,69,Orthodox,10,2,0
Julie,Kedzie,NULL,65,135,NULL,Orthodox,16,13,0
Ryan,Keenan,NULL,70,170,NULL,NULL,6,2,0
CJ,Keith,NULL,72,155,NULL,Orthodox,8,4,0
Chris,Kelades,The Greek Assassin,67,125,68,Orthodox,9,3,0
Brian,Kelleher,Boom,66,135,66,Switch,24,14,0
Mayana,Kellem,NULL,65,135,NULL,Orthodox,7,1,0
Tony,Kelley,Primetime,69,135,70,Switch,8,3,0
Paul,Kelly,NULL,69,155,70,Orthodox,14,5,0
John,Kelly,NULL,69,170,NULL,NULL,5,4,0
Daniel,Kelly,NULL,72,185,70,Southpaw,13,4,0
Tim,Kennedy,NULL,71,185,74,Orthodox,18,6,0
Steve,Kennedy,The Steamrolla,71,170,NULL,Orthodox,24,8,0
